id,Chistes
8058,"Esto es un tío que entra en un bar y pide un whisky. Se lo sirven y en un momento que se despista se da cuenta que hay un mono que ha puesto sus cataplines dentro del vaso de whisky.
El hombre cabreado le pregunta al camarero:
-Oiga... ¿este mono es suyo?, ¿Sabe por que ha puesto los cataplines dentro mi vaso de whisky?
-No mire... el mono es del pianista, así que mejor pregúntele a él.
El hombre se dirige al pianista que está tocando en el bar y le pregunta:
-Oiga... ¿usted sabe porque el mono ha puesto los cataplines dentro de mi vaso de whisky?
-Pues mire, esta no la se, pero si me la tararea....."
8059,"Esto es un individuo que va a un abogado y le dice:
- Mire, necesito que me defienda, pero no tengo ni un céntimo para pagarle.
El abogado, asombrado, le contesta: 
- Bueno, ¿y entonces yo que gano?
- Hombre, tengo un Ferrari nuevo, y si usted gana el caso se lo doy.
- Muy bien. De acuerdo. ¿De que se le acusa?
De robar un Ferrari."
8060,"Entra un esqueleto en una carnicería y dice:
- Quiero medio Kilo de carne. 
- Aquí lo tiene. ¿Se lo envuelvo?
- No…… me lo llevo puesto."
8061,"Maria!!!, hay una corrida en la tele. 
- ¿Quieres que la cambie? 
- No, que la limpies coño, que la limpies..."
8062,"Estaba un día conversando un rico y un pobre, en eso
el rico dice:
- En mi casa comemos todos lo días a la carta: Lo que pedimos, ...eso nos sirven.
El pobre lo mira y le dice:
- Pues...en mi casa también comemos a la carta: El que saca la mayor ....ese come."
8063,"Una esposa le comenta a su marido:
- Antonio, el reloj de pared se ha caído…si llega a caer un segundo antes, le rompe la cabeza a mi madre.
Siempre he dicho que este reloj atrasa!!!!, responde el marido……"
8064,"Una mujer preocupada porque su esposo no le contesta, decide llevarlo al médico: 
La mujer habla con el médico y le dice: 
-Doctor, le hablo a mi esposo y él no me responde. -Creo que tiene un grave problema auditivo. 
El doctor examina al hombre, luego sale y le dice a la Señora: 
-Señora, su esposo tiene ‘Otitis Testicular‘. -
¿Y que quiere decir eso, doctor? 
-Que su esposo la escucha, pero le importa un huevo lo que usted le dice…"
8065,"A mi hijo le hemos puesto gafas. 
Recórcholis!!!, que nombre mas feo!"
8066,"-Mamá, Mamá!!!…….que el papa se quiere tirar por la ventana.
-Dile a tu padre que le he puesto cuernos y no alas......"
8067,"Esto es una que señora que se encuentra a una amiga y le dice: 
- ¡¡¡ay Montserrat, que mi marido está en la UVI!!!. 
- Y dice la otra: pues el mío en la REMOLACHI."
8068,"Esto es un hombre que se estaba ahogando en el río y chillaba:
- Socooorrooooo!!!... Que me ahoooogoooo!!!
En eso que pasa un tío por la orilla y le dice:
- Llore.
- Que me ahoooogooo!!!
- Llooooreeee.
- Y para que quiere que lloooreee?
- Para que se desahogue hombreee!!"
8069,"Esto es un tío que nunca había visto una cámara fotográfica y van y le regalan una. 
Va a una casa de fotografía y dice:
- Me dará un carrete para máquina de hacer fotos?
Dice el dependiente:
- 6x9?
Y el tío le contesta:
- 54"
8070,"Jaimito estaba llorando desconsoladamente en el portal de su casa, y en esto una vecina que se lo encuentra le dice:
-No llores Jaimito, que te vas a poner muy feo.
-¡Joooo! Le responde Jaimito. ¡Pues que rabietas más horribles debe pillar usted!."
8071,"Un hombre se acerca al borde de un barranco y lee:
""Cuidado con el borde del barranco""
Y va el borde y le empuja."
8072,"Un señor entra en una tienda de coches y le pregunta al vendedor:
-Oiga…… ¿este coche es bueno?
-Buenísimo!!....de fábula!! -le contesta el vendedor-. Imagínese que sale usted de Barcelona a las 12 de la noche con este coche, ¿Bien?.... pues a las 3 de la mañana puede estar en Madrid.
-No me interesa-contesta el señor-¿que hago yo en Madrid a las 3 de la mañana??"
8073,"Que le dice un calvo a otro? 
- Hace tiempo que no se te ve el pelo"
8074,"Se encuentran dos amigas y le dice una a la otra:
- Oye,¿tu no habías tenido trillizos?
Y la amiga le responde:
- No, sólo tuve uno, pero es que es muy nervioso."
8075,"Esto es un amigo que le dice a otro:
- ¿Vienes a la fiesta? No puedo, le contesta, que tengo a la mujer embarazada de días. 
- Bueno…..pues que venga el Díaz también!"
8076,"¿Cómo se dice psicoanalista en japonés?
Sakudo Tukoko"
8077,"Una pareja de ancianos va a un restaurante de comida rápida. Con cuidado dividen en dos la hamburguesa y las patatas fritas que han pedido. Un camionero que los ve siente pena por ellos y se ofrece a comprarle a la esposa su propia comida.
- No se preocupe, dice el anciano, nosotros lo compartimos todo.
Unos minutos después, el camionero se da cuenta de que la esposa no ha probado bocado.
- De verdad no me importa comprarle la comida a su esposa, insiste el camionero.
- No se preocupe, ella comerá su parte, le asegura el anciano. Lo compartimos todo.
Poco convencido, el camionero le pregunta a la esposa:
- ¿Por qué no come?
- ¡Porque estoy esperando a que mi esposo me preste la dentadura!"
8078,"Al recorrer el país entero durante un viaje de cacería, un hombre bien vestido de Estocolmo apunta y le dispara a un pato que va volando, pero el ave cae dentro del corral de un granjero, quien la reclama como suya.
- No es suyo el pato, es mío, insiste el cazador.
Como ninguno de los dos cede, el granjero sugiere resolver las cosas a la antigua usanza: 
- Con una patada pueblerina.
- ¿Una qué?, dice el cazador.
- Yo le pateo tan fuerte como pueda en la entrepierna, le dice el granjero y luego usted hace lo mismo conmigo. El que grite menos tiene derecho a quedarse con el ave.
El hombre de Estocolmo acepta. El granjero toma vuelo y suelta un golpe demoledor en las partes blandas del hombre, quien aúlla de dolor y cae al suelo. 
- Bien, ahora es mi turno.
- Olvídelo - dice el granjero -. Se puede usted quedar con el pato"
8079,"Un hombre muy tacaño sube a un taxi y cuando llega al destino solicitado, le dice el taxista:
- Señor son 10 euros. Y el hombre le da únicamente 5.
Entonces el taxista le dice:
- ¿Por qué me da solo 5 euros?, ¡son 10!
El hombre responde:
- Sí, pero hemos ido los dos."
8080,"Una novicia en el convento le pregunta a la Madre Superiora:
- ¿Madre, Monseñor se pone con Don? 
- ¡Claro que se pone condón hija, si no este convento sería una guardería"
8081,"En una feria, un hombre se topa con la tienda de campaña de una adivina. Pensando en pasar un buen rato, entra en ella y se sienta.
- Puedo ver que es padre de dos niños, dice la vidente, mirando su bola de cristal.
- ¡Ajá! Eso es lo que usted cree, dice el hombre con desdén. Soy padre de tres.
- ¡Ajá! - dice la adivina-. Eso es lo que usted cree!!!"
8082,"Esto es un vendedor ambulante, anunciando........
- ¡Pastillas de la felicidad!.......vendo!!!pastillas de la felicidad !!!
Va uno y las compra……al poco vuelve y le dice al vendedor:
-Oiga.....¡Pero si son aspirinas!
Y el vendedor le contesta:
- Si, pero si las compra, a mí me hace muy feliz."
8083,"¿Qué es peor que encontrar un gusano tras morder una manzana?
Encontrar solo medio gusano."
8084,"Piratas en el mar: 
- ¡Abordar el barco!
- Y el barco quedó precioso…"
8085,"Una mujer le dice a su esposo:
¿Qué harías si me tocara la primitiva?
Pues…..me quedaría con la mitad, me separaría de ti y me iría de casa.
Muy bien,pues me han tocado 10 euros; toma tus 5 y ya te estás largando …"
8086,"Había un individuo tan tonto, tan tonto, tan tonto…. que no compraba la mesita de noche porque no tenía donde ponerla de día."
8087,"- ¿Como se dice 99 en chino?
- Cachichien"
8088,"Un padre comentaba con su hijo.
- Existen 3 tipos de tetas: melones, peras y cebollas.
- Papá no conozco la tercera.
- Son las de tu madre,que cada vez que las veo me hacen llorar."
8089,"- Padre, anoche mi primo me hizo suya.
- Contra tu voluntad?
- No.... contra la pared."
8090,"- ¿Por qué los de Lepe ponen una televisión de pantalla plana en el baño?
- Porque se ve que te cagas."
8091,"- ¿En qué se parece el Madrid de Mourinho a un pesebre? 
- En que los dos están llenos de figuras pero ninguna se mueve."
8092,"- Mama , Mama! Mira, una estrella fugaz! 
- No hijo no, es el penalty de Sergio Ramos."
8093,"Un borracho muy borracho llega a su casa. Con gran dificultad consigue sacar su llave y dice:
- Eshta esh mi llave y eshta esh mi puerta.
Tambaleándose entra en la casa, y dice...
- Eshta esh mi casha, eshte esh mi pashillo, eshta esh la puerta de mi habitasión.
Entra en la habitación, y sigue palpando:
- Eshta esh mi cama, eshta esh mi mujer, y eshte tio que eshta durmiendo en la cama shoy yo."
8094,"Va por la selva Tarzán (el hombre mono), de pronto se encuentra con un ratoncito y le dice:
- Tan chiquito y con bigotes............?
El ratón lo mira con cara maliciosa y le responde:
- Y tú..........? Tan grandote y con pañal..........?"
8095,Iba un barquito de vela y se apagó.
8096,"Se encuentran viajando en un tren un alemán y un español.
-El español, para romper el hielo y con ánimo de hacer amigos, le pregunta al alemán: 
Y usted ¿De qué parte de Alemania es?
-El alemán muy amable le responde.Soy de Baden-Baden.
 y usted ¿de donde es? 
-El español, andaluz para más señas, le responde:
Pues mire usted…yo soy del Puerto de Santa María-Puerto de Santa María."
8097,"Un tipo va al África y, para no sentirse tan solo, decide llevar a su perro, un chihuahua mariquita. El primer día del safari, el animal, muy contento, se pone a corretear detrás de las mariposas y cuando menos se lo esperó ya se había separado del grupo.
El chihuahua, desesperado, empezó a buscarlos cuando, en eso, ve que una pantera muy enfurecida se dirigía hacia él dispuesta a comérselo.
Asustado, rápidamente piensa qué hacer; ve unos huesos que estaban junto a él y los empieza a morder con mucha ferocidad. Justo cuando la pantera lo iba a atacar, el perro exclama:
- ¡Mmmmmm, qué rica pantera me acabo de comer! 
La pantera, al escuchar eso, se frena con estruendo y huye muy asustada mascullando:
- ¡Jodido perro, por poco me come a mí también! 
Pero arriba de un árbol, estaba un mono cabrón que vio todo lo que había pasado. Éste se baja muy rápido y va tras la pantera para contarle todo lo que vio. Al escuchar aquello, la pantera, muy enojada, le ordena al mono:
- Súbete, vamos a buscar a ese maldito perro para ver quién se come a quién.
El perro mariquita se da cuenta que la pantera viene, con el simio trepado, dispuesta a todo. En un instante, el perro adivina que el mono fue con el chisme pero en lugar de correr, se da la vuelta como si no hubiera visto nada y se pone a leer un periódico. Cuando la pantera ya lo iba a atacar, el perro se queja:
-¡Puto mono de los cojones!!!, hace como media hora que lo mandé por otra pantera y todavía no regresa!"
8098,"¿Qué se esconde detrás de la marca de quesitos la vaca que ríe?
- El toro que empuja!"
8099,"Rajoy y su chófer se trasladan por carretera al Valle de los Caídos, cuando cerca de Alcalá de Henares súbitamente aparece un cerdo, y sin poder evitarlo lo atropella, matándolo instantáneamente. Rajoy le dice a su chófer:
- Localiza la granja de donde proviene y explícales lo sucedido, hay que reclamar los daños que nos ha ocasionado.
Tres horas más tarde, regresa el chófer tambaleándose, con una botella de vino en la mano,una caja de puros “Farias” en la otra y el cabello y la ropa totalmente desarreglados.
- ¿Qué ha pasado? – pregunta Rajoy a su chófer,
Y este le responde:
- Encontré al granjero dueño del cerdo y me regaló esta botella de vino, su mujer los puros “Farias” y su hermosa hija me hizo el amor tres veces de una manera salvaje.
- ¡¡¡Po´s, po´s!!!, ¿Que les dijiste?
- Les dije:
- Soy el chófer del Sr. Rajoy y acabo de matar al cerdo!!"
8100,"Dos amigas:
- Rosa, ya no se que hacer, ningún tío se quiere acostar conmigo porque me huele el coño a cebolla.
Y su amiga le contesta:
- No te preocupes yo tengo un amigo que no tiene olfato y no tendrás problemas.
Entonces se van a la cama y el tío le dice:
- Joder nena!! a ti te huele el coño a cebolla no?
- Pero que dices loco si tu no tienes olfato...
- Ya pero me estoy pegando un hartón de llorar que no veas."
8101,"Jaimito en el colegio. La profesora le pregunta.
- A ver Jaimito dime una palabra que contenga la letra M.
Jaimito se lo piensa y finalmente contesta:
- Sartén!
- Pero Jaimito, no ves que Sartén no contiene ninguna M.
- Bueno... Tiene un Mango... para agarrarla..."
8102,"Un niño de 3 años se estaba mirando sus testículos mientras se bañaba.
- ""Mamá"" preguntó, ¿Este es mi cerebro?"" 
- No hijo, ""Todavía no"""
8103,"Le dice un lepero a otro:
- Oye Paco, he comprado un condensador de protones estroboscópicos con fisionador calimastrado y lo he puesto en mi patio.
- ¡EEEEEE! Espera un momento. ¿Qué coño es un patio?"
8104,"Un señor está cruzando un paso de cebra, viene un coche a toda marcha y casi le pilla.
-Eh, tu - le dice al conductor -¿es que no sabes tocar el claxon?
- Sí señor, lo que no sé es conducir."
8105,"Le dice un lepero a otro
- Curro ¿Por qué no regaste el jardín?
- Porque está lloviendo a cántaros.
- No seas vago, hombre, aquí tienes un paraguas."
8106,"LLega una pija de buen ver a un pueblo y paseando por el, se encuentra con el tontito del pueblo.
¿si te doy un beso me das tu móvil?
Y el tontito le responde: 601584523"
8107,"¿Que le dice un pato a otro pato jugando a las carreras? 
Vamos empatados."
8108,"Coge un lepero el teléfono
- ¡Holaaaa!. ¿Es el nueve, cuatro, dos, ocho seis, siete, nueve, uno, cuatro.
- Si, si, no, si, si, no, si, no, si."
8109,"Un Gallego tenía una fábrica de chorizos y estaba enseñando a su hijo cómo funcionaba.
- Hijo, si metes un burro por este agujero, pasará por esta máquina y saldrán por aquí los chorizos.
El hijo luego de pensar un rato le pregunta...
- Padre, ¿y si meto un chorizo por este agujero, entonces saldrá un burro por el otro?...
- ¡NO! nooo... nooo... metes un burro por acá, pasará y saldrán por aquí los chorizos...
- ¡Ahhh...! entonces, meto el chorizo por acá y por allá saldrá un burro!!!...
Desilusionado, el padre le responde.
- No, hijo..., el único agujero al cual le puedes meter un chorizo y sale un burro, lo tiene tu madre"
